10101100,1345523005
10010011,2445545153
01100110,23142430
11001011,1345520350
01111100,23141434
01100101,1333524350
11100001,2445535315
11010100,21341414
00111010,33441342
00000110,320103
10011110,506462360261
10001000,123100
00001001,310231
11100010,13442224
10110000,13440240
10111011,13441240
10011010,2444514350
01101010,4452135022
00111110,23441234
11001001,1345525150
10001101,1345525105
01101111,316126466520
01110101,1333524355
01010000,100323
00111111,23141334
10101001,2444513450
01111000,1352534055
01001101,11342414
01000101,111231
00100111,4451535524
10111010,2445514350
10011111,506462360461
00011010,33141342
11111000,1345523050
11010001,4445312552
11000010,13442024
01011011,316126460156
11101111,2445514305
10101011,2445513450
10011101,506462360161
10001011,2445513050
01000001,110231
00011001,33141242
11100100,2513535450
11010101,4451235511
10110011,13443242
01011110,316126466150
00101110,23441224
00010000,001203
11110000,123023
00011111,2224535145
11000100,123033
10100001,13143342
10011001,13141240
10010001,13143242
01011010,4452135021
01000010,113232
01000111,11413442
11111001,506462366102
11101000,1345524050
11001111,13342034
11000111,13142434
01110100,31411442
01001100,11342404
11101101,506464360162
11011000,1345522550
10001110,1345520305
01111011,316126460556
01101000,23141430
01011111,4452135521
11111101,2444513455
10101010,123120
01010010,31412421
00100000,003201
11011001,506462366101
10111110,1345524305
10110101,254166365106
10000101,13142410
00001101,03141244
01000110,11413402
01000011,11403442
00010110,33142431
11111111,123123
10001001,13342410
01101110,316126466550
00110101,2445145351
00110010,10442324
00011011,4445513552
11111010,1345523450
00101010,131211
00011101,2224535115
11011010,506462366401
10011011,506464366201
10011100,1345522505
01110000,103323
01110111,23142434
01110011,4445125353
01011101,4452135511
11001101,13342414
10110010,13443243
01100011,4455125352
00111001,4445512553
00010111,2445145153
10100101,4451235012
10000010,123202
01110110,316116460526
01010110,1333523450
00010011,3333514525
00000010,003120
11001010,1345520450
10010110,4451235021
00111011,33441242
00110111,2445145353
00010010,20043413
11100101,254166365160
10010100,21341410
01011100,23141414
11111011,1345523350
10001010,13342030
01010111,1333523455
01000100,111230
00111101,2224535415
00101000,131210
00001100,023103
11111100,13342304
11001100,123103
10000100,123030
10000111,4455213055
01000000,100320
00011100,023133
01010011,4445125351
01001010,11342430
00110000,103023
00101001,33141243
10000000,123000
11101110,13441204
01001000,23141400
00100110,33142433
11110100,21341434
11101100,2445510305
01010001,13132334
00001000,023100
11101010,1345524450
11000110,4455213505
10100000,123020
10000001,123231
00101101,2450513255
00000001,000123
11100000,13440204
11110110,254166364560
10011000,13342240
01100001,31412412
11100011,13442234
00101100,23441024
00100011,033123
00001011,303123
11110001,4445312553
11011101,13141244
00010101,23131334
11010010,2445535135
11010011,4445313552
00011000,023130
00001010,023120
11101011,1345524350
10001100,1345520005
01101101,316126466510
11000000,123003
11100111,254166365460
01001111,11342434
00010100,001233
11001110,2445513005
10111000,2445510350
01010100,122223
00100101,33142413
11110010,13442324
10111001,506464366102
01111101,4452135512
00101111,23441324
00100100,132213
00000101,001231
10111100,1345524005
10110110,254166365406
10100110,4451235022
01111010,316126460526
01011001,4452135011
10101101,506462360162
10100011,13443342
00111000,233031
01111111,4452135522
00100001,003231
11010000,123303
10010010,13143243
10000110,13142430
10000011,13443042
01101001,4452135012
01100100,31411402
11101001,506462366104
11000101,13142414
01101100,1352534550
11011011,506462366201
11010110,254166361560
10111101,506462360164
10100010,123222
01011000,23141410
00110011,103123
11001000,1345520050
10101000,13342300
00010001,100123
00001110,331230
00001111,023123
00000000,100203
11011100,13342244
10110100,2513530455
01100010,31412422
01001001,11342410
00101011,33441243
00011110,2450512355
11100110,254166365560
10100100,21341430
01001110,1135525450
00111100,23141034
00000100,001230
11110011,13142334
10111111,1345524405
10110111,254166365506
01101011,316126460256
00110100,31401442
00110110,4451535542
11010111,4451235521
10110001,2445545351
01100111,316116460256
00000111,03142434
01001011,1135525405
11111110,2445513405
11000001,21341244
10100111,254166364506
10010111,254166361506
00110001,3333512545
00100010,033120
10101110,1345523305
10101111,1345523405
10010101,4451235011
01111110,316126466250
01110001,4445125153
11110111,4451235522
10001111,1345520405
01111001,316126460516
01110010,4455125253
11011110,506464360261
11011111,2444514355
01100000,103320
01010101,120123
11110101,4451235512
11000011,13142034
10010000,123300
00000011,003123
