00010010,4445013502
11101111,2445514305
01111011,316126460556
01000111,2445013055
00111101,2445345351
00101110,2501535440
01001110,316126466050
10000000,123000
11111100,13342304
11111010,1345523450
11011110,506464360261
11000111,4225313550
11001111,13342034
01001111,3341525405
11100111,254166365460
10111000,2445510350
10101011,2445513450
01101100,316126466500
01010001,13132334
01001000,3341525000
10011011,506464366201
10000111,254166360506
01101000,3341525040
01101010,3341525440
01001101,3341525105
00010001,111123
11001000,1345520050
10010111,254166361506
10001110,1345520305
01111101,3341525145
00011001,2445345101
11101000,1345524050
10111110,1345524305
10111011,13441240
00010111,2445145153
11000100,4225310550
10000101,4225312500
01100110,31413402
11010011,4445313552
00011111,2445345153
00010011,4445013552
11110011,13142334
01100100,2445010305
00111001,316056466210
00100110,2445145303
00000100,021103
11110010,4455213502
01011111,3341525415
00111111,11342334
01011000,3341525010
10110110,254166365406
10101101,506462360162
01111010,316126460526
01110100,2445010355
01101001,3341525140
11000000,123003
10011101,506462360161
00001110,03441204
11100011,4455212503
10111001,506464366102
01101101,316126466510
00110000,103023
00100011,2225513450
01001011,316126460056
00110111,2445145353
00101010,11342330
11110100,4225310553
10010011,506362140663
10000010,13142030
01111111,3341525445
01001100,3341525005
00011000,2445345100
00001001,03141240
00000101,021123
10111100,1345524005
01111100,3341525045
01010010,4445125301
00011100,2445345150
00011011,316056466120
10110010,4455212053
10101110,1345523305
01001001,3341525100
01000110,2445013005
11111101,2444513455
10111111,1345524405
10010100,4225310502
10000011,4455213050
01011001,3341525110
11111110,2445513405
10011110,506462360261
01000011,4445125350
00000010,013120
10001010,13342030
10001001,2444513050
01011011,316126460156
00100010,230201
00110010,2225513405
11111011,1345523350
11101011,1345524350
11010110,254166361560
11010001,4445312552
10011100,506462360061
11011000,506462366001
10000001,4445312500
00100001,4445012503
11101010,1345524450
11100010,4455213503
11010111,4225313552
10110001,506362130664
00111011,2501530445
01010111,2445013455
00010000,101023
01111000,316126460506
00101111,2501535410
00101001,2445345301
00001111,031231
00000000,13131342
11001110,2445513005
10110111,254166365506
10011000,2444510350
00100000,230001
00000111,03142434
11110110,254166364560
10100011,4455213052
01010110,2445013405
11001011,1345520350
10100010,13142330
01100000,23140430
01111001,316126460516
00101101,316056460216
11000101,4225312550
01001010,3341525400
10101000,13342300
01011010,3341525410
00001000,031200
10101010,123120
10010010,4445313502
01101011,316126460256
11111000,1345523050
11111001,506462366102
11101101,506464360162
11000001,4445312550
10101100,1345523005
01100001,4445125103
00001010,031201
11100110,254166365560
10011001,13141240
01110010,506361360264
00111000,2501530405
11110101,4225312553
10110101,254166365106
10101111,1345523405
10010000,13140240
10011111,506462360461
11100000,13440204
10110011,4455213053
10001000,123100
01000000,122003
11011100,2444510355
11011011,506462366201
01000101,30112410
00111110,2501535140
00111010,2501530415
00011010,2445345103
11110000,123023
10100100,4225310503
10100101,4225312503
01111110,316126466250
01110001,4445125153
11001101,2444513055
00100100,2445145300
00011110,316056460126
00010110,2445145103
10100111,254166364506
01010101,122123
00110101,2445145351
11110111,4225313553
10011010,2444514350
01110101,2445014355
10111010,2445514350
01110110,316116460526
01010100,30112401
01000010,4445125300
11010000,13140244
11001010,1345520450
01010000,122023
01011100,3341525015
00001100,031230
11011101,13141244
00000001,020231
00010100,21313410
11101110,13441204
11011111,2444514355
11000110,254166360560
10010101,4225312502
00111100,23141034
01011110,316126466150
01011101,3341525115
00001011,03441240
10110000,13440240
10111101,506462360164
10001111,1345520405
01000100,122103
00101011,2501530145
00001101,03141244
11100100,254166365060
11011001,506462366101
11010101,4225312552
10100110,4225313503
01100101,2445014305
10001011,2445513050
01110011,4445125353
00101000,23141030
00000011,013123
10101001,2444513450
01100111,316116460256
00110011,230231
00010101,23131334
11011010,506462366401
11001001,506462366100
01100010,4445125303
01010011,4445125351
00101100,2501535400
00100111,316061560264
11101100,2445510305
11010010,506362146603
01110111,31413442
00110001,4445012553
11110001,4445312553
10100001,4445312503
01110000,23140434
00110100,2445145350
10110100,254166365006
10001100,1345520005
10000100,4225310500
10000110,4225313500
11111111,123123
11100001,506362136604
10100000,231001
00100101,2445145301
00011101,2445345151
11000011,13142034
10010110,4225313502
01101110,316126466550
01101111,316126466520
00110110,316061560462
11100101,254166365160
10001101,506462360160
01100011,506361360462
11101001,506462366104
11000010,4455213500
10010001,4445312502
01000001,13132034
00000110,03142430
11010100,4225310552
11001100,123103
